Job Posting ID,Job Posting Date,Job Title,Job Title Full,Job Title Additional Info,Job Position Type,Job Position Level,Years of Experience,Job Skills,Job Location,Minimum Pay,Maximum Pay,Pay Rate,Number of Applicants,Company Name,Company Industry,Company Size
2748493846,2018-10-26,Data Analyst,Senior Data Analyst,Telecommute,Full-time,Associate,4,"power_bi, r, tableau, sql, go, spss","Minnetonka, MN",50000,104000,yr,15,Optum,Hospital & Health Care,"10,001+ employees"
2742511611,2018-10-26,Ux Researcher,Ux Researcher,,Contract,Mid-Senior level,5,excel,"Everett, WA",,,,,Toptal,Internet,"1,001-5,000 employees"
2705853689,2018-10-26,Product Analyst,Senior Product Analyst,,Full-time,Mid-Senior level,5,"gitlab, ruby, agile, bi, devops, sql","Charlotte, NC",,,,,GitLab,Information Technology & Services,"1,001-5,000 employees"
2638873782,2018-10-26,Software Engineer,Frontend Software Engineer,Product,Full-time,Entry level,1,"agile, frontend, apache","New York, NY",,,,26,Addepar,Computer Software,201-500 employees
2690943287,2018-10-26,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,6,"cloud, aws, azure","Hollywood, FL",,,,,Toptal,Internet,"1,001-5,000 employees"
2692476586,2018-10-26,Data Analyst,Staff People Data Analyst,,Full-time,Mid-Senior level,4,"python, looker, c, macros, tableau, sql, excel, vba","Raleigh, NC",,,,72,Mozilla,Computer Software,"501-1,000 employees"
2743728799,2018-10-26,Software Engineer,Software Engineer,Remote - 21-05623,Full-time,Entry level,1,"git, ci/cd, java, javascript, vue.js, programming, jira, sql, server, c","New York, United States",,,,1,Infinity Consulting Solutions,Staffing & Recruiting,"1,001-5,000 employees"
2734495589,2018-10-27,Compensation Analyst,Senior Sales Compensation Analyst,,Full-time,Mid-Senior level,7,"excel, saas",United States,,,,4,Unqork,Computer Software,201-500 employees
2748128668,2018-10-27,Software Engineer,Software Engineer,,Full-time,Mid-Senior level,3,"scikit-learn, python, c/c++, linux, keras, docker, tensorflow, machine_learning",United States,,,,8,Epiq Solutions,Wireless,11-50 employees
2689907729,2018-10-27,Research Analyst,Mid-Senior Level Operations Research Analyst With Security Clearance,,Contract,Associate,2,"spreadsheets, programming","Arlington, VA",,,,,ClearanceJobs,Defense & Space,11-50 employees
2707841563,2018-10-27,Software Engineer,Senior Software Engineer,Solutions Engineering (.NET) - Remote,Full-time,Mid-Senior level,4,"cloud, javascript, agile, asp.net, server, microsoft, ci/cd, sql, azure, jquery","Scranton, PA",,,,1,Icertis,Information Technology & Services,"1,001-5,000 employees"
2690938588,2018-10-27,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,7,"cloud, aws, azure","Ames, IA",,,,,Toptal,Internet,"1,001-5,000 employees"
2680081270,2018-10-27,Developer,Senior Oracle Pl/Sql Developer,,Full-time,Associate,4,"oracle, microsoft, programming, sql",United States,,,,1,Nesco Resource,Staffing & Recruiting,"501-1,000 employees"
2743447838,2018-10-27,Ux Researcher,Ux Researcher,,Contract,Mid-Senior level,7,excel,"Somerville, MA",,,,,Toptal,Internet,"1,001-5,000 employees"
2747469983,2018-10-28,Data Scientist,Inference Data Scientist,,Full-time,Mid-Senior level,3,"python, r, c, sql","Chicago, IL",,,,5,Mozilla,Computer Software,"501-1,000 employees"
2738672069,2018-10-28,Software Engineer,Software Engineer,,Full-time,Mid-Senior level,5,"cloud, javascript, git, frontend, c, aws, sql, azure, coding",Washington DC-Baltimore Area,,,,6,"Summit Consulting, LLC",Management Consulting,51-200 employees
2592629649,2018-10-28,Operations Analyst,Business Operations Analyst,,Full-time,Associate,3,"excel, microsoft, cloud, saas, aws, redshift, tableau, looker, sql, bi, azure","Santa Ana, CA",,,,16,HashiCorp,Computer Software,"1,001-5,000 employees"
2722875734,2018-10-28,Software Engineer,Software Engineer,,Full-time,Associate,4,"cloud, python, linux, docker, devops, golang, shell",San Francisco Bay Area,,,,3,Egnyte,Computer Software,"501-1,000 employees"
2393655927,2018-10-28,Software Engineer,"Staff Software Engineer, Database Frameworks",,Full-time,Mid-Senior level,9,"cloud, python, hadoop, programming, golang, java, mysql, ml","Tucson, AZ",,,,1,Netskope,Computer Software,"1,001-5,000 employees"
2737061345,2018-10-28,Software Engineer,"Senior Staff Software Engineer, Data Science",,Full-time,Mid-Senior level,6,"agile, python, docker, programming, devops, backend, java, aws, mysql, etl, postgresql, ml, nosql, machine_learning, splunk, coding","Raleigh, NC",,,,1,Mandiant,Computer & Network Security,"1,001-5,000 employees"
2746516416,2018-10-28,Software Development Engineer,"Software Development Engineer , Trilogy","$60,000/year USD",Full-time,Mid-Senior level,4,"cloud, ml, ai, coding","Chicago, IL",,,,10,Crossover for Work,Information Technology & Services,"1,001-5,000 employees"
2749224792,2018-10-29,Business Analyst,Business Analyst,,Full-time,Mid-Senior level,6,excel,"Maine, United States",,,,4,Trimble Inc.,Information Technology & Services,"10,001+ employees"
2690317849,2018-10-29,Software Engineer,Staff Software Engineer,,Full-time,Mid-Senior level,8,"cloud, python, linux, git, java, mysql, postgresql, go, kotlin",United States,,,,2,Matterport,Computer Software,201-500 employees
2592148084,2018-10-29,Software Engineer,Software Engineer,,Full-time,Associate,3,"cloud, javascript, agile, python, server, back-end, frontend, backend, aws, sql, ai, excel, splunk","Seattle, WA",,,,40,Momentive.ai,Internet,"1,001-5,000 employees"
2727472561,2018-10-29,Software Engineer,Java Software Engineer,,Full-time,Mid-Senior level,5,"linux/unix, sql, programming, unix, oracle, server, database, java","Tempe, AZ",,,,2,TribolaTech Inc,Information Technology & Services,51-200 employees
2624088686,2018-10-29,Quality Engineer,Data Quality Engineer,Algolia Search/Platform,Full-time,Entry level,0,"agile, slack, looker, oracle, aws, redshift, tableau, sql, go, airflow",United States,,,,5,Algolia,Computer Software,201-500 employees
2646754579,2018-10-29,Business Analyst,"It Business Analyst, Ms Dynamics",,Full-time,Mid-Senior level,4,"excel, microsoft, word, powerpoint, visio, sharepoint",United States,,,,9,Transamerican Auto Parts,Retail,"1,001-5,000 employees"
2724696722,2018-10-30,Data Analyst,"Senior Data Analyst, Firm Analytics",US Remote Eligible,Full-time,Mid-Senior level,8,"database, hadoop, r, oracle, macros, microsoft, sas, tableau, xml, sql, nosql, excel, spss, vba","New York, NY",,,,4,Edward Jones,Financial Services,"10,001+ employees"
2679539563,2018-10-30,Product Owner,Senior Manager Product Owner,Telephony,Full-time,Associate,3,,"Riverwoods, IL",,,,3,Discover Financial Services,Financial Services,"10,001+ employees"
2678709254,2018-10-30,Software Engineer,"Full Stack Software Engineer Golang, Javascript, Typescript",,Full-time,Mid-Senior level,5,"linux, iot, database, golang, css, javascript","New York, NY",,,,4,Jobot,Staffing & Recruiting,201-500 employees
2630743492,2018-10-30,Sales Engineer,Channel Sales Engineer,Eastern US,Full-time,Entry level,0,"cloud, ai",United States,,,,2,Cybereason,Computer & Network Security,"501-1,000 employees"
2714563079,2018-10-30,Data Scientist,Data Scientist,,Contract,Mid-Senior level,7,"r, jupyter, cloud, gcp, aws, pyspark, python, hadoop, machine_learning, azure, spark","Richmond, VA",,,,45,AhaApps,Information Technology & Services,11-50 employees
2718975698,2018-10-30,Software Engineer,Support Software Engineer,,Full-time,Mid-Senior level,4,"redis, saas, aws, ruby, postgres","Bethesda, TN",,,,,Recruiting from Scratch,Staffing & Recruiting,11-50 employees
2738256865,2018-10-31,Business Analyst,Financial Business Analyst,eCommerce (Remote),Full-time,Associate,4,"sap, database, microsoft, tableau, excel","Indianapolis, IN",,,,8,Brown-Forman,Wine & Spirits,"1,001-5,000 employees"
2752286653,2018-10-31,Software Engineer,Senior Software Engineer,Forecasting & Supply Chain,Full-time,Associate,2,"database, cloud, server, git, programming, github, aws, sql, azure, unix",United States,,,,1,Gopuff,Internet,"5,001-10,000 employees"
2733216672,2018-10-31,Data Scientist,Data Scientist,Retail Analytics,Full-time,Mid-Senior level,4,"database, agile, python, r, matlab, spark, sas, sql, scala, spss, airflow",United States,,,,23,1010data,Information Technology & Services,201-500 employees
2727642111,2018-10-31,Software Engineer,Software Engineer,,Full-time,Mid-Senior level,4,"mysql, agile, javascript/typescript, sql, nosql, mongodb, postgres","Michigan, United States",,,,,Trimble Inc.,Information Technology & Services,"10,001+ employees"
2686252114,2018-10-31,Data Analyst,Data Analyst,,Full-time,Entry level,3,"database, word, agile, server, r, oracle, microsoft, sql, sharepoint, excel, powerbi","Home, KS",,,,61,Crawford & Company,Insurance,"5,001-10,000 employees"
2680593599,2018-10-31,Software Development Engineer,Digital Software Development Engineer,,Full-time,Entry level,3,"unix/linux, cloud, javascript, agile, python, docker, html5, programming, iot, ci/cd, java, nosql, scrum/agile, coding, js","Burlington, MA",,,,,CVS Health,"Health, Wellness & Fitness","10,001+ employees"
2752411465,2018-10-31,Data Scientist,Data Scientist,,Contract,Mid-Senior level,6,,"Richmond, CA",,,,6,Toptal,Internet,"1,001-5,000 employees"
2742514156,2018-11-01,Ux Researcher,Ux Researcher,,Contract,Mid-Senior level,3,excel,"Gainesville, FL",,,,,Toptal,Internet,"1,001-5,000 employees"
2642092982,2018-11-01,Software Engineer,Software Engineer,,Full-time,Mid-Senior level,10,"cloud, javascript, css, ci/cd, aws, html, ai",Greater Orlando,,,,4,Genesys,Computer Software,"1,001-5,000 employees"
2683272973,2018-11-01,Software Engineer,Software Engineer - Remote,,Full-time,Entry level,1,"scrum, agile, c","Tucson, AZ",,,,1,Novarad,Hospital & Health Care,201-500 employees
2675366849,2018-11-01,Product Manager,"Lead Product Manager, Ml Credit",,Full-time,Mid-Senior level,0,"ml, machine_learning","Charlotte, NC",,,,,Affirm,Financial Services,"1,001-5,000 employees"
2710301246,2018-11-01,Software Engineer,Software Engineer (Sr,Lead ),Full-time,Entry level,1,"excel, database, backend, frontend, gcp, vue, aws, mysql, python, go, postgres","San Francisco, CA",,,,5,Confident Cannabis,Internet,11-50 employees
2687272830,2018-11-01,Software Engineer,Senior Software Engineer,,Full-time,Mid-Senior level,8,"python, c++","Chicago, IL",,,,,Jobot,Staffing & Recruiting,201-500 employees
2686926915,2018-11-01,Software Engineer,Software Engineer,,Full-time,Mid-Senior level,7,"javascript, mysql, php, linux, machine_learning","Dallas, TX",,,,45,Patron Technology,Events Services,201-500 employees
2679295552,2018-11-02,Business Analyst,Salesforce Crm Business Analyst,,Contract,Mid-Senior level,3,"cloud, agile/scrum, python, java, c++","Charlotte, NC",,,,15,Synechron,Financial Services,"10,001+ employees"
2675032487,2018-11-02,Business Analyst,Onboarding Business Analyst,,Full-time,Mid-Senior level,10,"agile, jira","Illinois, United States",,,,12,Kraken Digital Asset Exchange,Financial Services,"1,001-5,000 employees"
2681074957,2018-11-02,Business Analyst,Business Analyst,Healthcare,Full-time,Associate,2,"excel, database, tableau, spreadsheet, sql",United States,,,,41,Collabera Inc.,Information Technology & Services,"10,001+ employees"
2752976488,2018-11-02,Business Analyst,"Business Analyst, Workforce Strategy",Planning,Full-time,Associate,3,"python, r, sql",United States,,,,151,HubSpot,Internet,"1,001-5,000 employees"
2656635792,2018-11-02,Data Scientist,Data Scientist,"Remote, Full-time",Contract,Mid-Senior level,8,,"Westminster, CO",,,,1,Toptal,Internet,"1,001-5,000 employees"
2680511562,2018-11-02,Product Manager,Technical Software Product Manager,,Full-time,Entry level,0,,"San Francisco, CA",,,,,Invitae,Biotechnology,"1,001-5,000 employees"
2745334235,2018-11-02,Software Engineer,Software Engineer-,Only- Remote,Contract,Entry level,1,"java, kotlin, cicd, no-sql, docker, devops, azure",United States,,,,9,Dice,Internet,"1,001-5,000 employees"
2745603642,2018-11-03,Data Scientist,Data Scientist,,Full-time,Mid-Senior level,4,"r, python, go",United States,,,,53,VF Corporation,Apparel & Fashion,"10,001+ employees"
2653655199,2018-11-03,Software Engineer,Senior Software Engineer,Growth,Full-time,Mid-Senior level,8,"node, docker, frontend, vue, redis, aws, postgres","Eugene, OR",,,,,Lob,Computer Software,51-200 employees
2711815804,2018-11-03,Software Engineer,Senior Software Engineer- Full Stack,,Full-time,Associate,5,"oracle, git, microsoft, cloud, saas, ajax, javascript, aws, html, node, asp.net, sql, server, c",United States,,,,,Dice,Internet,"1,001-5,000 employees"
2735613639,2018-11-03,Business Analyst,Aem Lead Business Analyst/Scrum Master,,Full-time,Associate,5,"agile, scrum","Pittsburgh, PA",,,,,Perficient,Information Technology & Services,"1,001-5,000 employees"
2738363347,2018-11-03,Ux Researcher,Ux Researcher,,Contract,Mid-Senior level,6,excel,"Green Bay, WI",,,,,Toptal,Internet,"1,001-5,000 employees"
2695941867,2018-11-03,Data Engineer,Data Engineer,100% Remote,Contract,Entry level,3,"scala, git, scrum, ci/cd, c++, cloud, java, aws, pyspark, agile, redshift, python, tableau, etl, postgresql, looker, sql, nosql, mongodb, bi, spark",United States,,,,1,Jefferson Frank,Staffing & Recruiting,201-500 employees
2690939188,2018-11-03,Data Scientist,Data Scientist,"Remote, Full-time",Contract,Mid-Senior level,7,,"Houston, TX",,,,1,Toptal,Internet,"1,001-5,000 employees"
2673992349,2018-11-04,Product Owner,Digital Product Owner,Mobile App,Full-time,Director,10,"ios, agile","Delaware, United States",,,,1,Cardinal Health,Hospital & Health Care,"10,001+ employees"
2744206775,2018-11-04,Software Engineer,Remote Software Engineer,,Full-time,Entry level,2,"github, oracle, database, git, java, javascript, sql, mongodb, c","Eden Prairie, MN",,,,,JCSI,Staffing & Recruiting,51-200 employees
2742296616,2018-11-04,Ux Researcher,Ux Researcher,,Contract,Mid-Senior level,5,excel,"College Station, TX",,,,,Toptal,Internet,"1,001-5,000 employees"
2714087941,2018-11-04,Devops Engineer,Cloud Devops Engineer,,Full-time,Mid-Senior level,1,"r, scala, airflow, cloud, unix, aws, python, etl, sql, devops","New York, NY",,,,30,Harnham,Staffing & Recruiting,51-200 employees
2689883435,2018-11-04,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,9,"cloud, aws, azure","Lafayette, LA",,,,1,Toptal,Internet,"1,001-5,000 employees"
2708509178,2018-11-04,Data Scientist,Lead Data Scientist,,Full-time,Associate,4,"python, r, saas, spark, github, redshift, sql, machine_learning","Las Vegas, NV",,,,7,Politech,Computer Software,1-10 employees
2639292152,2018-11-04,Software Engineer,"Engineer, Software Engineering",Nationwide,Full-time,Associate,4,"sap, database, programming",United States,,,,1,Cardinal Health,Hospital & Health Care,"10,001+ employees"
2680740854,2018-11-04,Operations Manager,Operations Manager,,Full-time,Associate,4,,"Brooklyn, NY",,,,2,CVS Health,"Health, Wellness & Fitness","10,001+ employees"
2696125707,2018-11-05,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,8,"numpy, database, cloud, python, programming, warehousing, pandas, aws, mysql, redshift, etl, no-sql, snowflake, sql","Provo, UT",,,,,Recruiting from Scratch,Staffing & Recruiting,1-10 employees
2658679976,2018-11-05,Software Engineer,Senior .Net Software Engineer- 100% Remote,,Full-time,Mid-Senior level,8,"database, cloud, saas, node, azure, c",United States,81000,109000,yr,15,Stratfield Consulting,Management Consulting,51-200 employees
2646199187,2018-11-05,Software Engineer,Software Engineer,IDE Integration,Full-time,Entry level,0,datadog,United States,,,,9,Datadog,Computer Software,"1,001-5,000 employees"
2675038370,2018-11-05,Data Analyst,"Senior Data Analyst, People Analytics",,Full-time,Mid-Senior level,6,"python, jira, r, programming, tableau, sql, ai, machine_learning, go","Illinois, United States",,,,,Kraken Digital Asset Exchange,Financial Services,"1,001-5,000 employees"
2749225052,2018-11-05,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,6,"scala, oracle, warehousing, git, scrum, ci/cd, java, power_bi, pyspark, agile, python, tableau, etl, mongo, cognos, hadoop, sql, nosql, bi, server, azure","Portland, OR",,,,,84.51˚,Management Consulting,"1,001-5,000 employees"
2727450018,2018-11-05,Data Analyst,Data Analyst,,Full-time,Entry level,3,"r, database, airflow, cloud, python, programming, tableau, looker, sql, bi, machine_learning, powerbi, spark",United States,,,,73,HireRising,Staffing & Recruiting,51-200 employees
2699537514,2018-11-05,Software Engineer,Senior Software Engineer,,Full-time,Mid-Senior level,3,"cloud, javascript, asp.net, powershell, git, scrum, saas, c, microsoft, aws, sql, nosql, azure, bash, splunk, coding",United States,,,,1,Applied Systems,Computer Software,"1,001-5,000 employees"
2733671703,2018-11-06,Business Analyst,"Business Analyst, Corporate Technologies",,Full-time,Associate,4,jira,United States,,,,4,SitusAMC,Real Estate,"5,001-10,000 employees"
2743264806,2018-11-06,Data Engineer,Associate Data Engineer,,Full-time,Entry level,2,"database, agile, python, bi, server, git, oracle, aws, mysql, etl, postgresql, snowflake, sql, aurora",United States,,,,38,EAB,Education Management,"1,001-5,000 employees"
2681788269,2018-11-06,Data Engineer,Data Engineer,,Contract,Mid-Senior level,4,"data_lake, cloud, unix, java, aws, python, redshift, programming, etl, sql","Portland, Oregon Metropolitan Area",100000,188000,hr,7,Insight Global,Staffing & Recruiting,"1,001-5,000 employees"
2551954906,2018-11-06,Machine Learning Engineer,Staff Machine Learning Engineer,,Full-time,Mid-Senior level,5,"python, hadoop, spark, java, ml, machine_learning, go","San Francisco, CA",,,,26,Wish,Computer Software,"501-1,000 employees"
2696128261,2018-11-06,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,5,"numpy, warehousing, database, pandas, aws, mysql, redshift, python, programming, etl, no-sql, snowflake, sql","Cincinnati, OH",,,,,Recruiting from Scratch,Staffing & Recruiting,1-10 employees
2736070112,2018-11-06,Software Engineer,Software Engineer Ii,,Full-time,Entry level,0,"ruby, node.js, programming, devops, c, java, postgresql, c++","Walla Walla, WA",,,,,Wilbur-Ellis,Chemicals,"1,001-5,000 employees"
2685297053,2018-11-06,Data Analyst,Senior Data Analyst,,Full-time,Mid-Senior level,3,"spreadsheets, database, python, bi, looker, tableau, sql","San Francisco, CA",,,,13,NerdWallet,Consumer Services,201-500 employees
2572589081,2018-11-07,Software Engineer,"Senior Software Engineer, Infra Team",,Full-time,Associate,3,"python, programming, ci/cd, aws, ai, machine_learning, bash",United States,,,,4,AKASA,Information Technology & Services,51-200 employees
2689870367,2018-11-07,Data Analyst,"Senior Data Analyst, Marketing",,Full-time,Director,8,"tableau, sql",United States,,,,5,Lyra Health,Internet,201-500 employees
2657080967,2018-11-07,Developer,Swift Developer,"Full-time, Remote",Contract,Mid-Senior level,8,,"Orange, CA",,,,1,Toptal,Internet,"1,001-5,000 employees"
2661440592,2018-11-07,Software Engineer,"Senior Software Engineer, Fitness",,Full-time,Associate,6,"github, graphql, node.js, ci/cd, javascript, sql, docker, nosql, html5",Brownsville Metropolitan Area,,,,,WW,"Health, Wellness & Fitness","10,001+ employees"
2702487959,2018-11-07,Operations Analyst,Customer Success Operations Analyst,Territory Management,Full-time,Entry level,4,"excel, saas, slack, twilio, go","Sioux Falls, SD",,,,2,Gong,Computer Software,"501-1,000 employees"
2696080384,2018-11-07,Systems Analyst,"Senior Systems Analyst, Integrations",,Full-time,Associate,4,"scrum, java, javascript, agile, python, sql, kanban",United States,,,,3,Toast,Computer Software,"1,001-5,000 employees"
2712199785,2018-11-07,Data Scientist,Senior Data Scientist,,Contract,Mid-Senior level,7,"r, numpy, pandas, aws, nlp, python, coding, programming, mongo, ml, keras, pytorch, tensorflow, devops, machine_learning, spark",United States,,,,15,Noblesoft Solutions,Information Technology & Services,201-500 employees
2754749884,2018-11-08,Systems Analyst,Senior Sap Finance It Business Systems Analyst,Diabetes Operating Unit,Full-time,Mid-Senior level,5,"sap, power_bi, tableau",United States,,,,7,Medtronic,Medical Device,"10,001+ employees"
2713231071,2018-11-08,Developer,Mulesoft Developer,,Full-time,Entry level,2,"database, cloud, aws",United States,,,,13,MTX Group,Information Technology & Services,"501-1,000 employees"
2693776687,2018-11-08,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,7,"cloud, aws, azure","Grand Prairie, TX",,,,,Toptal,Internet,"1,001-5,000 employees"
2642387726,2018-11-08,Sales Engineer,"Partner Sales Engineer, Data Science",,Full-time,Mid-Senior level,5,"database, jupyter, cloud, python, bigquery, hadoop, server, r, datarobot, saas, programming, mongodb, spark, oracle, pandas, microsoft, java, mysql, redshift, tableau, postgresql, ml, keras, snowflake, sql, apache, ai, machine_learning, azure, scala, scikit-learn, mxnet","Seattle, WA",,,,2,Snowflake,Computer Software,"1,001-5,000 employees"
2706898114,2018-11-08,Software Development Engineer,Staff Software Development Engineer In Test,Performance,Full-time,Mid-Senior level,6,"git, cloud, programming, docker","Newark, NJ",,,,,Netskope,Computer Software,"1,001-5,000 employees"
2701919929,2018-11-08,Business Analyst,Marketing Business Analyst,,Full-time,Associate,5,"sap, database, power_bi, bi, spreadsheet, excel","United, PA",52000,75000,yr,2,Airgas,Chemicals,"10,001+ employees"
2653652415,2018-11-09,Software Engineer,Senior Software Engineer,Growth,Full-time,Mid-Senior level,4,"node, docker, frontend, vue, redis, aws, postgres","Sacramento, CA",,,,1,Lob,Computer Software,51-200 employees
2683586336,2018-11-09,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,6,"cloud, aws, azure","San Antonio, TX",,,,,Toptal,Internet,"1,001-5,000 employees"
2688316847,2018-11-09,Senior Analyst,"Senior Analyst, Pricing Strategy",Operations (Remote),Full-time,Associate,3,"jira, bi, powerpoint, microstrategy, tableau, sql, excel","Austin, TX",,,,3,"TrueCar, Inc.",Internet,"501-1,000 employees"
2683581697,2018-11-09,Data Scientist,Data Scientist,"Remote, Full-time",Contract,Mid-Senior level,6,,"New Orleans, LA",,,,,Toptal,Internet,"1,001-5,000 employees"
2680697212,2018-11-09,User Experience Researcher,User Experience Researcher,,Contract,Mid-Senior level,9,"alteryx, spss, tableau, powerbi",United States,,,,8,Fuel Talent,Staffing & Recruiting,11-50 employees
2737559033,2018-11-09,Software Engineer,Mid-Level Software Engineer,,Full-time,Mid-Senior level,4,"scrum, cloud, java, aws, mysql, agile, coding, kanban","Traverse City, MI",69000,84000,yr,2,20Fathoms,Education Management,1-10 employees
2690935298,2018-11-09,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,4,"cloud, aws, azure","Oakville, CA",,,,,Toptal,Internet,"1,001-5,000 employees"
2696932611,2018-11-10,Developer,Mulesoft Developer,,Full-time,Mid-Senior level,5,"ibm, oracle, iot, microsoft, xml, jse/jee","Fargo, ND",,,,2,Perficient,Information Technology & Services,"1,001-5,000 employees"
2678721561,2018-11-10,Software Engineer,Software Engineer,,Full-time,Associate,4,"coding, programming, go, c","Philadelphia, PA",,,,2,Jobot,Staffing & Recruiting,201-500 employees
2715047011,2018-11-10,Software Engineer,Software Engineer- Devops,,Full-time,Entry level,0,"graphql, cloud, node, docker, devops, github, backend, ci/cd, redis, java, aws, mysql, excel, swift, coding, mongo","New York, NY",,,,6,Robin Healthcare,Hospital & Health Care,201-500 employees
2731493933,2018-11-10,Software Development Engineer,Software Development Engineer Ii,remote,Full-time,Entry level,1,"java, javascript, aws, python, redshift, etl","Seattle, WA",91000,138000,yr,,Redfin,Real Estate,"1,001-5,000 employees"
2715135716,2018-11-10,Software Engineer,Back-End Software Engineer,Streaming Data & Metrics Platform (remote),Full-time,Entry level,1,"cloud, devops, java","Philadelphia, PA",,,,1,"New Relic, Inc.",Computer Software,"1,001-5,000 employees"
2681551793,2018-11-10,Software Engineer,Principal Software Engineer,Java,Full-time,Mid-Senior level,5,"scrum, cloud, java, css, javascript, html, programming, apache, server, azure","Arizona, United States",,,,1,Blackbaud,Computer Software,"1,001-5,000 employees"
2680207565,2018-11-11,Product Analyst,Uat Product Analyst,,Contract,Mid-Senior level,8,"excel, microsoft, agile","Sunnyvale, CA",,,,4,AMISEQ,Information Technology & Services,51-200 employees
2676583319,2018-11-11,Developer,Servicenow Developer/Architect,,Full-time,Mid-Senior level,8,"database, server, java, coding","Bridgewater, NJ",,,,5,Net2Source Inc.,Staffing & Recruiting,"1,001-5,000 employees"
2654028920,2018-11-11,Financial Analyst,Senior Financial Analyst,,Full-time,Mid-Senior level,3,"excel, microsoft","Gaithersburg, MD",,,,17,"UltiSat, Inc.",Telecommunications,51-200 employees
2733851317,2018-11-11,Data Engineer,Senior Data Engineer,,Full-time,Associate,4,"git, cloud, java, javascript, sas, aws, mysql, agile, python, programming, jira, sql, bi",United States,,,,,THREAD,Pharmaceuticals,51-200 employees
2466408347,2018-11-11,Software Engineer,Software Engineer Iii,Remote,Full-time,Mid-Senior level,6,"database, jira, server, visual_basic, git, programming, c, microsoft, html, xml, c++",United States,,,,8,"FUJIFILM Dimatix, Inc.",Nanotechnology,"501-1,000 employees"
2699842438,2018-11-11,Data Analyst,Senior Data Analyst,,Full-time,Mid-Senior level,7,"git, aws, python, looker, jira, sql, go","Boston, MA",93000,99000,yr,5,Selby Jennings,Staffing & Recruiting,201-500 employees
2746608485,2018-11-11,Software Engineer,Software Engineer,,Full-time,Associate,5,"cloud, aws, javascript/typescript, sql",United States,,,,11,DISYS,Information Technology & Services,"1,001-5,000 employees"
2596258590,2018-11-11,Software Engineer,Software Engineer,Backend - Consul Core,Full-time,Entry level,1,"cloud, programming, microsoft, aws, go, azure","Milwaukee, WI",,,,,HashiCorp,Computer Software,"1,001-5,000 employees"
2683587230,2018-11-11,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,4,"cloud, aws, azure","Santa Clara, CA",,,,,Toptal,Internet,"1,001-5,000 employees"
2748649497,2018-11-12,Solutions Engineer,Solutions Engineer,,Full-time,Mid-Senior level,8,"cloud, python, saas, aws, mysql, postgresql, ai",Greater Houston,,,,,HireVue,Computer Software,201-500 employees
2685921674,2018-11-12,Machine Learning Engineer,Staff Machine Learning Engineer,,Full-time,Mid-Senior level,2,"cloud, python, docker, scrum, programming, codebase, golang, ml, sql, machine_learning, go",United States,,,,3,Postclick,Computer Software,201-500 employees
2720235552,2018-11-12,Data Engineer,Data Engineer,,Full-time,Associate,4,"cloud, data_lakes, python, json, programming, spark, oracle, java, aws, etl, sql, scala",Cincinnati Metropolitan Area,,,,8,ERP Suites,,
2723179148,2018-11-12,Business Analyst,Business Analyst,,Full-time,Associate,4,"sap, cloud","Lake Mary, FL",,,,2,Conexess Group,Information Technology & Services,51-200 employees
2712347430,2018-11-12,Business Analyst,Business Analyst Ii,,Full-time,Associate,4,"sap, alteryx, tableau, bi",Dallas-Fort Worth Metroplex,,,,28,Interstate Batteries,Consumer Goods,"1,001-5,000 employees"
2731850624,2018-11-12,Software Engineer,Software Engineering Instructor,,Full-time,Associate,6,"programming, c, microsoft","New York, NY",,,,2,Multiverse,Higher Education,201-500 employees
2656648187,2018-11-12,Data Engineer,Senior Data Engineer,"Remote, Full-time",Contract,Mid-Senior level,7,"cloud, aws, azure","Spokane, WA",,,,,Toptal,Internet,"1,001-5,000 employees"
2704491320,2018-11-13,Software Development Engineer,Remote Senior Software Development Engineer,,Full-time,Associate,3,"github, scala, git, cloud, java, kotlin, aws, agile, programming, node, docker, js","Nashville, TN",59000,136000,yr,,Lifeway Christian Resources,Publishing,"1,001-5,000 employees"
2738371968,2018-11-13,Ux Researcher,Ux Researcher,,Contract,Mid-Senior level,5,excel,Baton Rouge Metropolitan Area,,,,,Toptal,Internet,"1,001-5,000 employees"
2559944186,2018-11-13,Software Development Engineer,Senior Backend Software Development Engineer,Dotloop,Full-time,Associate,4,"graphql, word, cloud, bloomberg, javascript, json, css, programming, java, aws, mysql, sql","Washington, United States",,,,2,dotloop,Real Estate,51-200 employees
2741444855,2018-11-13,Software Engineer,Software Engineer,"JAVA, REACT - Contract (W2 Only) - Remote",Contract,Entry level,1,"database, git, oracle, microsoft, java, postgresql, sql, cicd","Tampa, FL",,,,,Dice,Internet,"1,001-5,000 employees"
